<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2021.01.25	07:00:00	1854.28	1856.53	1851.17	1853.22	3903	0	16
2021.01.25	08:00:00	1853.22	1853.75	1849.32	1850.59	4440	0	16
2021.01.25	09:00:00	1850.58	1854.08	1849.77	1853.64	4298	0	16
2021.01.25	10:00:00	1853.62	1853.68	1850.75	1852.07	5024	0	16
2021.01.25	11:00:00	1852.04	1856.48	1850.07	1855.86	5220	0	16
2021.01.25	12:00:00	1855.86	1863.36	1854.46	1862.71	5337	0	16
2021.01.25	13:00:00	1862.71	1865.90	1861.44	1863.02	5470	0	16
2021.01.25	14:00:00	1863.02	1864.72	1860.34	1863.00	5803	0	16
2021.01.25	15:00:00	1863.00	1867.81	1861.15	1864.90	8169	0	16
2021.01.25	16:00:00	1864.88	1866.26	1854.94	1855.85	9114	0	16
2021.01.25	17:00:00	1855.77	1857.95	1849.74	1851.87	10470	0	16
2021.01.25	18:00:00	1851.88	1855.75	1847.05	1855.21	9835	0	8
2021.01.25	19:00:00	1855.20	1859.11	1854.51	1858.25	6101	0	16
2021.01.25	20:00:00	1858.22	1858.83	1855.04	1856.94	4543	0	16
2021.01.25	21:00:00	1856.94	1857.52	1854.02	1854.94	3872	0	16
2021.01.25	22:00:00	1854.94	1856.01	1853.47	1855.73	2930	0	16
2021.01.25	23:00:00	1855.74	1855.95	1854.90	1855.86	1389	0	16
2021.01.26	01:00:00	1854.97	1856.91	1854.30	1855.40	1648	0	16
2021.01.26	02:00:00	1855.38	1855.38	1853.16	1854.67	1774	0	16
2021.01.26	03:00:00	1854.64	1858.72	1853.32	1858.28	4836	0	16
2021.01.26	04:00:00	1858.28	1860.61	1858.00	1860.45	3459	0	16
2021.01.26	05:00:00	1860.45	1861.33	1859.51	1860.22	2515	0	16
2021.01.26	06:00:00	1860.20	1861.64	1856.22	1856.31	2929	0	16
2021.01.26	07:00:00	1856.32	1857.70	1854.27	1857.27	3596	0	16
2021.01.26	08:00:00	1857.19	1857.23	1853.80	1854.95	3761	0	16
2021.01.26	09:00:00	1855.05	1855.83	1849.99	1850.96	4624	0	16
2021.01.26	10:00:00	1850.96	1857.29	1850.96	1854.47	5592	0	16
2021.01.26	11:00:00	1854.47	1854.72	1851.58	1852.52	4780	0	16
2021.01.26	12:00:00	1852.52	1854.20	1848.37	1849.22	4161	0	16
2021.01.26	13:00:00	1849.19	1854.63	1848.76	1852.74	4218	0	16
2021.01.26	14:00:00	1852.74	1856.25	1852.65	1855.38	5152	0	16
2021.01.26	15:00:00	1855.38	1859.99	1852.04	1857.02	7084	0	16
2021.01.26	16:00:00	1857.17	1858.18	1849.89	1856.31	8237	0	16
2021.01.26	17:00:00	1856.31	1857.96	1851.35	1852.97	8736	0	16
2021.01.26	18:00:00	1852.93	1855.04	1851.17	1852.28	6375	0	16
2021.01.26	19:00:00	1852.28	1853.95	1851.82	1852.59	3785	0	16
2021.01.26	20:00:00	1852.59	1853.58	1850.86	1851.68	3461	0	16
2021.01.26	21:00:00	1851.68	1852.06	1849.46	1851.53	2835	0	16
2021.01.26	22:00:00	1851.60	1852.91	1850.81	1851.25	2468	0	16
2021.01.26	23:00:00	1851.21	1851.88	1850.29	1850.60	1309	0	16
2021.01.27	01:00:00	1850.08	1851.56	1848.16	1851.27	1586	0	17
2021.01.27	02:00:00	1851.24	1851.31	1847.52	1848.90	2032	0	16
2021.01.27	03:00:00	1848.90	1848.99	1843.20	1846.02	5356	0	16
2021.01.27	04:00:00	1846.06	1848.27	1844.38	1847.85	3614	0	16
2021.01.27	05:00:00	1847.80	1848.11	1845.15	1845.41	2922	0	16
2021.01.27	06:00:00	1845.41	1847.56	1845.38	1847.49	1751	0	16
2021.01.27	07:00:00	1847.49	1851.13	1845.74	1851.03	3166	0	16
2021.01.27	08:00:00	1851.03	1851.24	1847.77	1848.48	3351	0	0
2021.01.27	09:00:00	1848.47	1851.03	1847.88	1850.89	3466	0	16
2021.01.27	10:00:00	1850.88	1853.03	1845.38	1847.36	5290	0	16
2021.01.27	11:00:00	1847.36	1848.18	1844.30	1845.77	4932	0	0
2021.01.27	12:00:00	1845.77	1847.66	1845.17	1846.63	3471	0	16
2021.01.27	13:00:00	1846.59	1846.64	1838.32	1841.35	6395	0	16
2021.01.27	14:00:00	1841.33	1842.60	1837.44	1840.85	6817	0	16
2021.01.27	15:00:00	1840.90	1844.12	1837.73	1842.96	8032	0	16
2021.01.27	16:00:00	1842.96	1844.85	1831.33	1837.20	10547	0	16
2021.01.27	17:00:00	1837.18	1849.38	1834.73	1848.96	10892	0	16
2021.01.27	18:00:00	1848.90	1850.56	1845.17	1845.23	7209	0	16
2021.01.27	19:00:00	1845.19	1846.59	1843.26	1845.51	5022	0	16
2021.01.27	20:00:00	1845.51	1847.41	1844.05	1845.40	3917	0	16
2021.01.27	21:00:00	1845.38	1848.97	1840.63	1841.42	6832	0	16
2021.01.27	22:00:00	1841.48	1845.13	1839.16	1840.67	6484	0	16
2021.01.27	23:00:00	1840.66	1844.77	1839.81	1843.99	1737	0	16
2021.01.28	01:00:00	1844.31	1844.89	1838.88	1839.92	2434	0	17
2021.01.28	02:00:00	1839.92	1840.50	1836.68	1839.90	4532	0	0
2021.01.28	03:00:00	1839.89	1840.47	1833.94	1836.15	6304	0	16
2021.01.28	04:00:00	1836.05	1838.99	1835.27	1837.55	4673	0	0
2021.01.28	05:00:00	1837.52	1838.25	1836.25	1837.84	3456	0	16
2021.01.28	06:00:00	1837.84	1838.76	1837.01	1837.10	2565	0	16
2021.01.28	07:00:00	1837.05	1839.25	1836.36	1836.89	3218	0	16
2021.01.28	08:00:00	1836.89	1837.96	1835.08	1837.24	3591	0	16
2021.01.28	09:00:00	1837.20	1837.40	1834.07	1836.13	5135	0	16
2021.01.28	10:00:00	1836.19	1841.55	1834.46	1838.16	6711	0	16
2021.01.28	11:00:00	1838.16	1841.48	1838.07	1840.84	6407	0	16
2021.01.28	12:00:00	1840.85	1843.28	1839.61	1841.65	5203	0	16
2021.01.28	13:00:00	1841.65	1843.64	1839.58	1840.59	4711	0	16
2021.01.28	14:00:00	1840.59	1842.33	1838.73	1840.40	4800	0	10
2021.01.28	15:00:00	1840.37	1858.05	1837.58	1856.95	10375	0	14
2021.01.28	16:00:00	1856.92	1863.21	1853.35	1854.53	12401	0	16
2021.01.28	17:00:00	1854.53	1863.98	1852.75	1857.48	10906	0	16
2021.01.28	18:00:00	1857.48	1859.76	1845.44	1845.71	8818	0	16
2021.01.28	19:00:00	1845.71	1847.83	1837.61	1839.25	9531	0	16
2021.01.28	20:00:00	1839.24	1842.61	1834.91	1840.72	7006	0	16
2021.01.28	21:00:00	1840.63	1844.90	1840.16	1843.77	5029	0	16
2021.01.28	22:00:00	1843.81	1844.64	1840.86	1842.17	5143	0	16
2021.01.28	23:00:00	1842.12	1843.39	1840.53	1842.47	2930	0	17
2021.01.29	01:00:00	1841.90	1844.82	1841.41	1843.70	2886	0	16
2021.01.29	02:00:00	1843.77	1845.28	1839.74	1840.58	4323	0	21
2021.01.29	03:00:00	1840.54	1844.35	1839.53	1843.03	6270	0	16
2021.01.29	04:00:00	1843.01	1843.92	1841.86	1842.16	3979	0	16
2021.01.29	05:00:00	1842.16	1843.34	1841.50	1841.87	3618	0	16
2021.01.29	06:00:00	1841.90	1843.31	1840.95	1842.86	2247	0	16
2021.01.29	07:00:00	1842.86	1846.21	1842.14	1845.83	4307	0	16
2021.01.29	08:00:00	1845.84	1851.69	1844.20	1850.10	5314	0	16
2021.01.29	09:00:00	1850.05	1850.58	1843.49	1845.61	6171	0	16
2021.01.29	10:00:00	1845.64	1847.07	1842.23	1845.88	7597	0	16
2021.01.29	11:00:00	1845.86	1854.05	1845.78	1851.59	8245	0	16
2021.01.29	12:00:00	1851.57	1860.08	1849.52	1857.52	7348	0	16
2021.01.29	13:00:00	1857.52	1863.16	1856.08	1862.07	7674	0	16
2021.01.29	14:00:00	1862.51	1868.93	1860.38	1865.18	8725	0	16
2021.01.29	15:00:00	1865.19	1873.84	1863.54	1871.85	10831	0	16
2021.01.29	16:00:00	1871.85	1875.59	1852.58	1865.01	10981	0	16
2021.01.29	17:00:00	1865.01	1866.24	1855.57	1858.43	11369	0	16
2021.01.29	18:00:00	1858.42	1859.98	1855.83	1857.69	9520	0	16
2021.01.29	19:00:00	1857.67	1860.53	1850.11	1852.11	9372	0	16
2021.01.29	20:00:00	1852.09	1853.32	1847.65	1851.57	7698	0	16
2021.01.29	21:00:00	1851.51	1853.53	1849.26	1849.89	6397	0	16
2021.01.29	22:00:00	1849.91	1851.28	1841.75	1841.76	6328	0	16
2021.01.29	23:00:00	1841.70	1849.30	1841.56	1848.54	1962	0	16
2021.02.01	01:00:00	1862.97	1866.88	1851.40	1855.80	7430	0	16
2021.02.01	02:00:00	1855.74	1856.28	1850.67	1854.27	5948	0	16
2021.02.01	03:00:00	1854.24	1855.90	1849.05	1852.22	8995	0	16
2021.02.01	04:00:00	1852.13	1862.00	1852.13	1861.45	7351	0	0
2021.02.01	05:00:00	1861.45	1863.83	1860.12	1860.93	5420	0	16
2021.02.01	06:00:00	1860.93	1862.79	1860.19	1860.32	3762	0	16
2021.02.01	07:00:00	1860.32	1861.93	1856.92	1859.70	5336	0	16
2021.02.01	08:00:00	1859.70	1867.16	1859.06	1865.43	7458	0	16
2021.02.01	09:00:00	1865.48	1866.09	1860.44	1861.46	8788	0	16
2021.02.01	10:00:00	1861.42	1871.74	1859.91	1862.57	10552	0	12
2021.02.01	11:00:00	1862.46	1866.64	1859.27	1861.58	8453	0	12
2021.02.01	12:00:00	1861.57	1862.17	1856.35	1859.90	7589	0	2
2021.02.01	13:00:00	1859.90	1865.94	1857.79	1864.24	6536	0	11
2021.02.01	14:00:00	1864.24	1869.44	1860.69	1861.15	7627	0	16
2021.02.01	15:00:00	1861.22	1868.60	1859.91	1864.01	9739	0	16
2021.02.01	16:00:00	1864.00	1869.15	1861.37	1863.50	11176	0	16
2021.02.01	17:00:00	1863.54	1868.08	1856.67	1860.15	11866	0	16
2021.02.01	18:00:00	1860.10	1865.01	1857.69	1862.55	9985	0	16
2021.02.01	19:00:00	1862.54	1865.98	1860.14	1864.79	7079	0	16
2021.02.01	20:00:00	1864.79	1866.63	1858.01	1860.45	7119	0	16
2021.02.01	21:00:00	1860.43	1861.93	1858.08	1859.41	5510	0	16
2021.02.01	22:00:00	1859.45	1862.60	1858.49	1858.74	4725	0	16
2021.02.01	23:00:00	1858.79	1862.06	1858.65	1860.50	2468	0	16
2021.02.02	01:00:00	1860.23	1860.57	1856.88	1857.60	2531	0	16
2021.02.02	02:00:00	1857.60	1857.94	1854.05	1856.92	4313	0	16
2021.02.02	03:00:00	1857.02	1864.00	1855.71	1862.73	6304	0	16
2021.02.02	04:00:00	1862.68	1863.43	1858.75	1858.75	5041	0	16
2021.02.02	05:00:00	1858.77	1859.72	1854.00	1857.06	6258	0	16
2021.02.02	06:00:00	1857.04	1857.38	1852.69	1853.99	3147	0	16
2021.02.02	07:00:00	1853.99	1856.73	1853.75	1856.27	4312	0	16
2021.02.02	08:00:00	1856.26	1857.13	1853.82	1855.18	5550	0	16
2021.02.02	09:00:00	1855.18	1855.24	1844.76	1848.21	7963	0	16
2021.02.02	10:00:00	1848.21	1850.53	1845.12	1849.87	8004	0	16
2021.02.02	11:00:00	1849.87	1851.38	1846.66	1850.16	5611	0	16
2021.02.02	12:00:00	1850.13	1853.43	1846.47	1849.38	5984	0	16
2021.02.02	13:00:00	1849.36	1849.94	1841.59	1842.31	5747	0	16
2021.02.02	14:00:00	1842.17	1847.33	1839.40	1843.10	7275	0	5
2021.02.02	15:00:00	1843.11	1844.51	1829.81	1837.92	10799	0	0
2021.02.02	16:00:00	1837.94	1840.56	1829.46	1834.08	10936	0	16
2021.02.02	17:00:00	1834.13	1836.53	1830.32	1833.01	10722	0	16
2021.02.02	18:00:00	1833.01	1839.68	1832.49	1837.35	8113	0	16
2021.02.02	19:00:00	1837.38	1839.68	1834.30	1835.08	7415	0	16
2021.02.02	20:00:00	1835.08	1836.14	1831.62	1834.99	6158	0	16
2021.02.02	21:00:00	1834.99	1838.71	1834.67	1836.75	3837	0	16
2021.02.02	22:00:00	1836.70	1837.26	1834.47	1835.80	3181	0	16
2021.02.02	23:00:00	1835.60	1838.04	1834.99	1837.89	1817	0	16
2021.02.03	01:00:00	1837.46	1839.18	1836.12	1836.32	2529	0	16
2021.02.03	02:00:00	1836.32	1840.45	1836.32	1839.23	3221	0	16
2021.02.03	03:00:00	1839.23	1841.60	1838.39	1841.57	5595	0	16
2021.02.03	04:00:00	1841.57	1844.90	1840.58	1842.08	4244	0	16
2021.02.03	05:00:00	1842.08	1842.32	1840.06	1841.49	3376	0	16
2021.02.03	06:00:00	1841.44	1841.95	1840.33	1840.61	1808	0	20
2021.02.03	07:00:00	1840.54	1842.80	1838.56	1839.11	4186	0	16
2021.02.03	08:00:00	1839.11	1839.17	1836.50	1838.33	4592	0	16
2021.02.03	09:00:00	1838.33	1840.22	1834.74	1837.06	4576	0	16
2021.02.03	10:00:00	1837.01	1837.40	1834.39	1835.60	5082	0	16
2021.02.03	11:00:00	1835.60	1837.41	1833.20	1835.51	5250	0	16
2021.02.03	12:00:00	1835.57	1836.70	1832.54	1834.75	4574	0	16
2021.02.03	13:00:00	1834.75	1836.67	1833.14	1834.85	4208	0	16
2021.02.03	14:00:00	1834.84	1839.38	1834.05	1837.07	5829	0	16
2021.02.03	15:00:00	1837.02	1842.26	1835.78	1838.10	7833	0	16
2021.02.03	16:00:00	1838.15	1840.71	1831.79	1836.11	9109	0	10
2021.02.03	17:00:00	1836.13	1836.26	1829.67	1833.57	9673	0	16
2021.02.03	18:00:00	1833.56	1837.95	1833.20	1835.54	6767	0	16
2021.02.03	19:00:00	1835.53	1836.94	1833.14	1835.88	4138	0	16
2021.02.03	20:00:00	1835.88	1836.17	1832.46	1833.85	3744	0	16
2021.02.03	21:00:00	1833.85	1834.83	1833.09	1833.09	2974	0	16
2021.02.03	22:00:00	1833.11	1834.10	1831.89	1832.88	3637	0	16
2021.02.03	23:00:00	1832.77	1834.41	1832.75	1834.00	1688	0	16
2021.02.04	01:00:00	1833.11	1834.66	1833.08	1834.20	1461	0	16
2021.02.04	02:00:00	1834.17	1834.60	1832.28	1832.85	2523	0	16
2021.02.04	03:00:00	1832.73	1834.08	1823.94	1826.94	5502	0	16
2021.02.04	04:00:00	1827.00	1827.06	1822.13	1822.76	5230	0	16
2021.02.04	05:00:00	1822.79	1823.48	1820.99	1822.99	4544	0	16
2021.02.04	06:00:00	1823.02	1824.26	1821.78	1822.25	2585	0	16
2021.02.04	07:00:00	1822.24	1822.25	1815.88	1817.64	6289	0	16
2021.02.04	08:00:00	1817.59	1824.35	1816.13	1823.70	5672	0	16
2021.02.04	09:00:00	1823.69	1827.14	1822.17	1825.12	5553	0	16
2021.02.04	10:00:00	1825.12	1826.43	1820.56	1821.85	6446	0	16
2021.02.04	11:00:00	1821.85	1821.87	1810.26	1814.38	7032	0	16
2021.02.04	12:00:00	1814.34	1814.34	1810.48	1811.79	5028	0	16
2021.02.04	13:00:00	1811.79	1813.56	1810.47	1812.66	4389	0	16
2021.02.04	14:00:00	1812.64	1818.18	1812.63	1816.78	6097	0	16
2021.02.04	15:00:00	1816.77	1819.46	1806.36	1808.37	8678	0	16
2021.02.04	16:00:00	1808.40	1808.63	1785.29	1785.86	12179	0	16
2021.02.04	17:00:00	1785.77	1795.49	1784.98	1786.59	11022	0	16
2021.02.04	18:00:00	1786.62	1793.09	1785.82	1792.51	7562	0	16
2021.02.04	19:00:00	1792.51	1792.51	1786.58	1789.37	6222	0	16
2021.02.04	20:00:00	1789.37	1793.13	1788.52	1792.33	5235	0	16
2021.02.04	21:00:00	1792.40	1795.78	1791.24	1794.92	4906	0	16
2021.02.04	22:00:00	1794.99	1795.62	1793.32	1793.47	3183	0	16
2021.02.04	23:00:00	1793.45	1794.51	1791.98	1793.87	2128	0	16
2021.02.05	01:00:00	1793.91	1795.89	1792.98	1795.86	1926	0	16
2021.02.05	02:00:00	1795.86	1797.60	1794.37	1795.02	2733	0	16
2021.02.05	03:00:00	1794.94	1797.16	1791.93	1796.46	5249	0	16
2021.02.05	04:00:00	1796.46	1797.75	1793.09	1794.64	4190	0	16
2021.02.05	05:00:00	1794.70	1796.60	1794.03	1794.98	2768	0	16
2021.02.05	06:00:00	1794.98	1795.69	1793.98	1795.29	1851	0	16
2021.02.05	07:00:00	1795.32	1799.00	1795.04	1797.70	3645	0	16
2021.02.05	08:00:00	1797.74	1798.11	1796.13	1797.07	3462	0	16
2021.02.05	09:00:00	1797.13	1800.10	1796.41	1798.64	3708	0	16
2021.02.05	10:00:00	1798.66	1811.24	1798.14	1808.37	6709	0	16
2021.02.05	11:00:00	1808.37	1808.90	1803.91	1807.68	4674	0	16
2021.02.05	12:00:00	1807.68	1808.96	1805.72	1807.38	3378	0	16
2021.02.05	13:00:00	1807.38	1807.96	1802.54	1802.78	4153	0	16
2021.02.05	14:00:00	1802.83	1804.31	1800.67	1802.12	5103	0	16
2021.02.05	15:00:00	1802.17	1806.62	1793.41	1799.83	10268	0	16
2021.02.05	16:00:00	1799.83	1805.29	1795.55	1802.68	10635	0	16
2021.02.05	17:00:00	1802.70	1808.59	1802.30	1805.71	8963	0	16
2021.02.05	18:00:00	1805.78	1814.13	1805.78	1812.88	6647	0	16
2021.02.05	19:00:00	1812.91	1815.09	1810.94	1811.73	6121	0	16
2021.02.05	20:00:00	1811.77	1813.20	1809.89	1810.23	4666	0	16
2021.02.05	21:00:00	1810.26	1812.25	1809.73	1809.91	3239	0	16
2021.02.05	22:00:00	1809.91	1812.39	1809.42	1811.06	3347	0	16
2021.02.05	23:00:00	1811.09	1813.96	1809.95	1813.80	1192	0	25
2021.02.08	01:00:00	1816.92	1818.68	1814.45	1817.96	3657	0	16
2021.02.08	02:00:00	1817.86	1818.79	1812.56	1812.95	3926	0	16
2021.02.08	03:00:00	1812.88	1815.70	1812.49	1815.40	5127	0	16
2021.02.08	04:00:00	1815.37	1815.40	1808.32	1810.78	4759	0	16
2021.02.08	05:00:00	1810.76	1811.92	1810.05	1810.69	2306	0	16
2021.02.08	06:00:00	1810.69	1811.27	1810.25	1810.73	1679	0	16
2021.02.08	07:00:00	1810.73	1815.87	1810.59	1812.93	3406	0	16
2021.02.08	08:00:00	1812.89	1815.94	1812.87	1815.60	3547	0	16
2021.02.08	09:00:00	1815.60	1817.80	1814.71	1814.93	4092	0	16
2021.02.08	10:00:00	1814.92	1815.96	1807.74	1809.14	6257	0	16
2021.02.08	11:00:00	1809.15	1813.95	1808.86	1813.73	4687	0	16
2021.02.08	12:00:00	1813.72	1815.79	1811.82	1815.37	3990	0	16
2021.02.08	13:00:00	1815.35	1823.07	1815.35	1820.70	5029	0	16
2021.02.08	14:00:00	1820.70	1826.43	1818.53	1825.30	5869	0	16
2021.02.08	15:00:00	1825.30	1831.42	1821.45	1829.79	9654	0	16
2021.02.08	16:00:00	1829.79	1834.90	1829.52	1831.99	9987	0	16
2021.02.08	17:00:00	1831.99	1839.05	1831.86	1836.61	8539	0	16
2021.02.08	18:00:00	1836.60	1838.28	1834.00	1837.59	6684	0	16
2021.02.08	19:00:00	1837.59	1838.10	1831.63	1832.68	4000	0	16
2021.02.08	20:00:00	1832.68	1833.52	1830.85	1831.18	4085	0	16
2021.02.08	21:00:00	1831.17	1832.94	1830.29	1832.08	3177	0	16
2021.02.08	22:00:00	1832.10	1834.62	1829.60	1829.89	3655	0	16
2021.02.08	23:00:00	1829.81	1831.51	1829.53	1830.45	2134	0	18
2021.02.09	01:00:00	1829.81	1831.16	1828.78	1830.50	1687	0	17
2021.02.09	02:00:00	1830.50	1834.33	1829.92	1833.97	2475	0	16
2021.02.09	03:00:00	1833.97	1838.48	1833.75	1836.86	4122	0	16
2021.02.09	04:00:00	1836.86	1841.76	1836.62	1841.31	5263	0	16
2021.02.09	05:00:00	1841.31	1842.38	1839.42	1839.54	3463	0	16
2021.02.09	06:00:00	1839.54	1843.22	1838.92	1841.14	2553	0	19
2021.02.09	07:00:00	1841.14	1841.76	1838.07	1840.04	3493	0	17
2021.02.09	08:00:00	1840.04	1840.20	1838.15	1839.81	4143	0	16
2021.02.09	09:00:00	1839.85	1843.66	1838.07	1842.90	5036	0	16
2021.02.09	10:00:00	1842.88	1845.08	1838.51	1844.18	6254	0	17
2021.02.09	11:00:00	1844.18	1848.51	1842.67	1846.45	5305	0	16
2021.02.09	12:00:00	1846.43	1847.37	1841.38	1841.75	3803	0	16
2021.02.09	13:00:00	1841.74	1844.89	1841.31	1843.57	4604	0	16
2021.02.09	14:00:00	1843.63	1844.06	1841.33	1842.64	4348	0	16
2021.02.09	15:00:00	1842.64	1846.99	1839.01	1846.83	8525	0	16
2021.02.09	16:00:00	1846.83	1847.48	1832.14	1836.87	10218	0	16
2021.02.09	17:00:00	1837.03	1845.74	1836.90	1839.33	8530	0	16
2021.02.09	18:00:00	1839.29	1839.81	1835.49	1835.93	5825	0	16
2021.02.09	19:00:00	1835.93	1838.89	1835.45	1837.85	3819	0	17
2021.02.09	20:00:00	1837.85	1838.58	1834.25	1834.79	3260	0	17
2021.02.09	21:00:00	1834.79	1837.51	1834.68	1837.44	2585	0	19
2021.02.09	22:00:00	1837.46	1837.51	1834.88	1835.85	2149	0	17
2021.02.09	23:00:00	1835.85	1838.58	1834.88	1838.36	1402	0	20
2021.02.10	01:00:00	1837.50	1839.44	1835.89	1836.10	1867	0	17
2021.02.10	02:00:00	1836.10	1838.11	1835.29	1836.48	2034	0	16
2021.02.10	03:00:00	1836.48	1840.09	1834.01	1839.61	4946	0	16
2021.02.10	04:00:00	1839.57	1842.31	1838.84	1841.41	4084	0	16
2021.02.10	05:00:00	1841.42	1845.19	1841.04	1843.18	2950	0	16
2021.02.10	06:00:00	1843.18	1844.19	1841.89	1843.76	1626	0	16
2021.02.10	07:00:00	1843.76	1845.37	1842.06	1842.68	3092	0	16
2021.02.10	08:00:00	1842.67	1843.83	1840.87	1843.49	3079	0	16
2021.02.10	09:00:00	1843.45	1846.90	1843.04	1845.73	3911	0	16
2021.02.10	10:00:00	1845.67	1846.26	1841.91	1844.92	5615	0	16
2021.02.10	11:00:00	1844.92	1845.80	1839.04	1839.34	5102	0	16
2021.02.10	12:00:00	1839.36	1843.42	1839.32	1841.52	4437	0	16
2021.02.10	13:00:00	1841.55	1842.90	1838.99	1840.82	3590	0	16
2021.02.10	14:00:00	1840.81	1841.51	1837.75	1838.40	5177	0	16
2021.02.10	15:00:00	1838.30	1855.31	1837.66	1851.08	9172	0	16
2021.02.10	16:00:00	1851.11	1853.66	1840.70	1841.57	8986	0	16
2021.02.10	17:00:00	1841.30	1845.43	1835.67	1841.11	10734	0	16
2021.02.10	18:00:00	1841.16	1841.58	1834.87	1841.07	8308	0	16
2021.02.10	19:00:00	1841.05	1842.84	1837.74	1842.15	5838	0	16
2021.02.10	20:00:00	1842.16	1843.59	1841.26	1842.87	4059	0	16
2021.02.10	21:00:00	1842.87	1846.24	1842.15	1843.33	4330	0	16
2021.02.10	22:00:00	1843.07	1843.26	1840.74	1842.45	3530	0	16
2021.02.10	23:00:00	1842.45	1843.19	1841.95	1843.19	1504	0	20
2021.02.11	01:00:00	1842.36	1844.23	1841.59	1841.98	1340	0	19
2021.02.11	02:00:00	1841.98	1842.07	1839.58	1839.68	1751	0	16
2021.02.11	03:00:00	1839.64	1841.14	1837.25	1838.72	2521	0	16
2021.02.11	04:00:00	1838.73	1838.73	1834.99	1837.85	3018	0	16
2021.02.11	05:00:00	1837.85	1838.40	1834.03	1837.45	2769	0	16
2021.02.11	06:00:00	1837.46	1838.28	1835.53	1835.84	2382	0	16
2021.02.11	07:00:00	1835.84	1837.39	1835.09	1836.93	2443	0	16
2021.02.11	08:00:00	1836.92	1843.86	1836.29	1842.48	2944	0	16
2021.02.11	09:00:00	1842.48	1843.90	1841.22	1843.03	4941	0	16
2021.02.11	10:00:00	1843.08	1845.83	1841.02	1842.21	5987	0	16
2021.02.11	11:00:00	1842.21	1844.61	1841.45	1842.53	4127	0	16
2021.02.11	12:00:00	1842.53	1843.01	1840.34	1840.48	3581	0	16
2021.02.11	13:00:00	1840.47	1842.76	1839.49	1841.73	3090	0	16
2021.02.11	14:00:00	1841.71	1843.06	1841.30	1842.79	425	0	19
2021.02.11	18:00:00	1835.70	1835.73	1828.49	1829.81	1574	0	16
2021.02.11	19:00:00	1829.71	1831.14	1822.96	1826.45	9080	0	16
2021.02.11	20:00:00	1826.53	1827.29	1823.75	1825.36	6020	0	16
2021.02.11	21:00:00	1825.36	1825.51	1821.11	1824.37	4135	0	16
2021.02.11	22:00:00	1824.37	1826.48	1823.38	1826.21	2993	0	16
2021.02.11	23:00:00	1826.21	1826.63	1825.12	1825.46	1669	0	16
2021.02.12	01:00:00	1825.03	1827.19	1825.03	1826.66	1470	0	16
2021.02.12	02:00:00	1826.66	1827.83	1823.68	1824.06	2151	0	16
2021.02.12	03:00:00	1824.06	1825.26	1821.68	1823.47	2377	0	16
2021.02.12	04:00:00	1823.47	1823.47	1819.31	1819.66	2410	0	16
2021.02.12	05:00:00	1819.65	1822.65	1819.55	1821.92	1986	0	16
2021.02.12	06:00:00	1821.92	1823.47	1821.51	1822.48	1637	0	16
2021.02.12	07:00:00	1822.50	1824.25	1821.59	1823.85	2052	0	16
2021.02.12	08:00:00	1823.85	1823.93	1818.72	1818.72	2549	0	16
2021.02.12	09:00:00	1818.72	1820.72	1816.40	1817.36	4738	0	16
2021.02.12	10:00:00	1817.36	1817.78	1812.49	1816.97	6255	0	11
2021.02.12	11:00:00	1816.95	1819.21	1815.75	1817.88	5127	0	16
2021.02.12	12:00:00	1817.85	1821.88	1815.36	1820.58	4369	0	16
2021.02.12	13:00:00	1820.58	1820.70	1817.47	1818.69	4267	0	16
2021.02.12	14:00:00	1818.70	1819.29	1815.36	1818.02	4914	0	16
2021.02.12	15:00:00	1817.95	1818.97	1810.47	1815.57	8427	0	16
2021.02.12	16:00:00	1815.57	1820.66	1812.16	1814.54	8810	0	16
2021.02.12	17:00:00	1814.52	1830.62	1814.10	1828.12	9245	0	16
2021.02.12	18:00:00	1828.18	1829.36	1823.92	1824.19	7457	0	16
2021.02.12	19:00:00	1824.19	1825.03	1819.09	1819.46	5596	0	19
2021.02.12	20:00:00	1819.46	1824.13	1818.91	1822.28	4545	0	16
2021.02.12	21:00:00	1822.29	1823.03	1818.28	1819.24	3248	0	21
2021.02.12	22:00:00	1819.24	1821.37	1817.29	1821.37	3026	0	23
2021.02.12	23:00:00	1821.34	1824.77	1820.89	1824.32	1347	0	25
2021.02.15	01:00:00	1825.40	1826.23	1820.03	1820.91	2953	0	18
2021.02.15	02:00:00	1820.90	1823.32	1819.98	1822.86	2993	0	17
2021.02.15	03:00:00	1822.97	1826.94	1821.56	1826.91	3194	0	22
2021.02.15	04:00:00	1826.92	1826.95	1824.17	1825.00	2632	0	18
2021.02.15	05:00:00	1825.01	1826.54	1823.79	1826.11	2531	0	17
2021.02.15	06:00:00	1826.15	1826.46	1821.46	1822.52	2703	0	18
2021.02.15	07:00:00	1822.51	1825.15	1821.76	1824.87	2356	0	21
2021.02.15	08:00:00	1824.88	1824.99	1817.65	1818.66	4294	0	16
2021.02.15	09:00:00	1818.65	1819.65	1816.45	1817.07	4792	0	16
2021.02.15	10:00:00	1817.07	1820.22	1816.65	1818.25	4499	0	16
2021.02.15	11:00:00	1818.25	1819.45	1817.49	1818.12	3336	0	16
2021.02.15	12:00:00	1818.12	1820.06	1815.99	1818.43	3873	0	16
